Type,Title,Authors,Year,Venue,Abstract,Url,Author_Ids,Scholar_Url,Citations
Publication,Organizational transformation with Scrum: how a venture capital group gets twice as much done with half the work,"['J Sutherland', 'I Altman']",,2010 43rd Hawaii International …,OpenView Venture Partners is a venture capital fund that uses Scrum as best practice in software development and for project management in all other parts of the organization,https://ieeexplore.ieee.org/abstract/document/5428537/,"['', '']",/scholar?hl=en&q=info:wDHM_RVBbBgJ:scholar.google.com/&output=cite&scirp=215&hl=en,20
Publication,Explicating strategic shared leadership process,"['SS Bhattacharyya', 'S Jha']",,Asia-Pacific Journal of Business …,Purpose–The concept of Shared Leaders (one or more leaders) leading an organization is gaining grounds both in the world of theory and practice. The aim of this article is to attempt,https://www.emerald.com/insight/content/doi/10.1108/17574321311304530/full/html,"['y2eRG1YAAAAJ', 'vGtAAcYAAAAJ']",/scholar?hl=en&q=info:8eI9A8_077QJ:scholar.google.com/&output=cite&scirp=216&hl=en,19
Publication,Catastrophe disentanglement: getting software projects back on track,['EM Bennatan'],,NA,“There are many books available on software risks and software failures. There are very few books that provide step-by-step information on getting troubled software projects back on,https://books.google.com/books?hl=en&lr=&id=cfzUvnVKILQC&oi=fnd&pg=PT10&ots=6N0FCWqQuN&sig=W7gBXQy7gZdSSj8e1wA3N43B6os,[''],/scholar?hl=en&q=info:kA8qM6dX300J:scholar.google.com/&output=cite&scirp=217&hl=en,19
Publication,High-reliability organizations: the next frontier in healthcare quality and safety,['MS Polonsky'],,Journal of Healthcare Management,"Influential health systems, regulatory bodies, and researchers have initiated a discussion over the past decade about translating the tenets of high-reliability organizations to",https://journals.lww.com/jhmonline/FullText/2019/08000/High_Reliability_Organizations__The_Next_Frontier.5.aspx,[''],/scholar?hl=en&q=info:v4U4ONVaECcJ:scholar.google.com/&output=cite&scirp=218&hl=en,24
Publication,"Organizations, individualism and economic theory",['M Brouwer'],,NA,"Most economic theory is based on the assumption that economies grow in a linear fashion. Recessions, depressions and (financial) crises are explained by policy mistakes. However",https://www.taylorfrancis.com/books/mono/10.4324/9780203105252/organizations-individualism-economic-theory-maria-brouwer,[''],/scholar?hl=en&q=info:Jy61oayHI2cJ:scholar.google.com/&output=cite&scirp=219&hl=en,20
Publication,The essential academic dean or provost: A comprehensive desk reference,['JL Buller'],,NA,"The go-to reference for academic leaders seeking practical answers to everyday challenges The Essential Academic Dean or Provost explains the"" how"" of academic leadership",https://books.google.com/books?hl=en&lr=&id=bvBmCgAAQBAJ&oi=fnd&pg=PR11&ots=-DdWWPSU0N&sig=409JRgcEPrAoufB6A0Rau7p_JOQ,['kQowEq0AAAAJ'],/scholar?hl=en&q=info:NispoimV-xsJ:scholar.google.com/&output=cite&scirp=220&hl=en,19
Publication,Scaling leadership: Building organizational capability and capacity to create outcomes that matter most,"['RJ Anderson', 'WA Adams']",,NA,"Transform Your Organization by Scaling Leadership How do senior leaders, in their own words, describe the most effective leaders—the ones that get results, grow the business",https://books.google.com/books?hl=en&lr=&id=IMx-DwAAQBAJ&oi=fnd&pg=PR13&ots=lXjEBjkEqS&sig=YHGtbVLTylPODAhzMHf0NDZtl_s,"['', '']",/scholar?hl=en&q=info:x_zSpaJUHQwJ:scholar.google.com/&output=cite&scirp=221&hl=en,21
Publication,Teaching in Secondary Schools: Meeting the Challenges of Today's Adolescents,"['MD Baldwin', 'JF Keating', 'KJ Bachman']",,NA,,,"['', '', '']",/scholar?hl=en&q=info:2vxUqASJ6KkJ:scholar.google.com/&output=cite&scirp=222&hl=en,20
Publication,Business graduate skills: Competency-based model,['SO Olivares'],,Diverse contemporary issues facing business …,This chapter describes a model of competences composed of skills business professionals should possess once they graduate. The multilevel model considers competences from,https://www.igi-global.com/chapter/business-graduate-skills/117351,['4sHtI0AAAAAJ'],/scholar?hl=en&q=info:b3c84o7tNKwJ:scholar.google.com/&output=cite&scirp=223&hl=en,19
Publication,Invitational leadership in public schools,['GJ Burns'],,NA,The purpose of the mixed design study was to examine the perceived effectiveness of leaders who made use of the invitational leadership style of leading their organization. Four,https://mospace.umsystem.edu/xmlui/handle/10355/4767,[''],/scholar?hl=en&q=info:BWog8qmitmcJ:scholar.google.com/&output=cite&scirp=224&hl=en,19
Publication,Conceptualization and support of the role of teachers serving as team leaders in a professional learning community,['L Gordin'],,NA,"This study presents the results of a phenomenological qualitative investigation into the new role of teachers serving as team leaders in a professional learning community, as well as the",https://search.proquest.com/openview/52a559b1c13aa9478dd1eff7d2336929/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:KXuIInCIqdoJ:scholar.google.com/&output=cite&scirp=225&hl=en,18
Publication,Emotional intelligence as a facilitator of project leader effectiveness,"['JF Quinn', 'D Wilemon']",,PICMET'09-2009 Portland International …,This paper presents a framework that examines how emotional intelligence can contribute to the success of project leaders and their teams. We review the interaction of project leaders,https://ieeexplore.ieee.org/abstract/document/5262022/,"['VRcTzqgAAAAJ', '']",/scholar?hl=en&q=info:ms1MSIL88w0J:scholar.google.com/&output=cite&scirp=226&hl=en,18
Publication,"The governance core: School boards, superintendents, and schools working together","['D Campbell', 'M Fullan']",,NA,"Lead into the future effectively with the Governance Core approach! Designed to guide educational leadership past difficult and formidable challenges, the governance system",https://books.google.com/books?hl=en&lr=&id=0N6RDwAAQBAJ&oi=fnd&pg=PP1&ots=jQblYqYkZ_&sig=gbVmfXCvcVSBoUkBLCB4415QyfQ,"['', '']",/scholar?hl=en&q=info:Aw4xWb59kkgJ:scholar.google.com/&output=cite&scirp=227&hl=en,24
Publication,Working and learning across professional boundaries,"['V Brooks', 'J Thistlethwaite']",,British Journal of Educational Studies,This paper focuses on a context where interdisciplinarity intersects with interprofessionality: the work of children's services professionals who address the needs of children identified as,https://www.tandfonline.com/doi/abs/10.1080/00071005.2012.729665,"['', '_lbjY-0AAAAJ']",/scholar?hl=en&q=info:UtlirjvDWVsJ:scholar.google.com/&output=cite&scirp=228&hl=en,21
Publication,Student goes on a journey; stranger rides into the classroom: Narratives and the instructor in the design studio,"['E Boling', 'MA Siegel', 'KM Smith']",,"Art, Design & …","Enthusiasm is growing in non-traditional environments for teaching design by adapting knowledge and approaches from studio pedagogy, described as a 'signature pedagogy'by",https://www.ingentaconnect.com/content/intellect/adche/2013/00000012/00000002/art00004,"['f3lZungAAAAJ', 'sZ_nSuIAAAAJ', '']",/scholar?hl=en&q=info:X9zb2FgX6kMJ:scholar.google.com/&output=cite&scirp=229&hl=en,18
Publication,Servant leadership models for your parish,['DR Ebener'],,NA,Servant Leadership Models for Your Parish explores the practice of servant leadership in a church context. It presents seven behaviors practiced by leaders and members in high,https://books.google.com/books?hl=en&lr=&id=1smcOte5KlcC&oi=fnd&pg=PA1&ots=e1m_bTHNj8&sig=mmelWb_bG_lgaksXp-0IigNVaO4,[''],/scholar?hl=en&q=info:9-Gu9YfS5GYJ:scholar.google.com/&output=cite&scirp=230&hl=en,18
Publication,Improve the function of multigenerational teams,"['M Douglas', 'T Howell', 'E Nelson', 'L Pilkington']",,Nursing …,The age-groups of nurses are always changing. The US Department of Health and Human Services recent nursing workforce report indicates that generation X has overtaken the baby,https://journals.lww.com/nursingmanagement/Fulltext/2015/01000/Improve_the_function_of_multigenerational_teams.3.aspx,"['', '', '', '']",/scholar?hl=en&q=info:JTxmCWXWLjUJ:scholar.google.com/&output=cite&scirp=231&hl=en,17
Publication,Reconciling agility and architecture: a theory of agile architecture,['MG Waterman'],,NA,The purpose of agile software development is to enable the software development team to respond to change and learn from change so that it can better deliver value to its customer. If,http://researcharchive.vuw.ac.nz/handle/10063/3488,['0f-naLMAAAAJ'],/scholar?hl=en&q=info:U6bKDUou3ykJ:scholar.google.com/&output=cite&scirp=232&hl=en,19
Publication,Futures based change leadership: A formula for sustained change capacity,['R Bernato'],,NA,"The Futures Based Change Leader: A Formula for Sustained Change Capacity empowers leaders to use effective combinations of futuring, presencing, collaborative leadership skills",https://books.google.com/books?hl=en&lr=&id=3BQMDgAAQBAJ&oi=fnd&pg=PP1&ots=RUNR3DCkSC&sig=vgxdaoINMnMl0ehEV58bYaYzR-U,[''],/scholar?hl=en&q=info:eWGzDv9GKEEJ:scholar.google.com/&output=cite&scirp=233&hl=en,18
Publication,Template-Based Management: At a Glance,['UG Seebacher'],,Template-based Management,"This chapter summarizes the TBM methods, the underlying mechanisms and theories and explores the impact on business and management practice. The chapter elaborates on the",https://link.springer.com/chapter/10.1007/978-3-030-56611-1_1,[''],/scholar?hl=en&q=info:5RfgM5ji0d4J:scholar.google.com/&output=cite&scirp=234&hl=en,22
Publication,Team challenges: Is artificial intelligence the solution?,"['SS Webber', 'J Detjen', 'TL MacLean', 'D Thomas']",,Business Horizons,"Artificial intelligence (AI) is emerging as a potential growth area for facilitating the improvement and development of teams in the workplace. AI, as used in the team context, is",https://www.sciencedirect.com/science/article/pii/S0007681319300989,"['mQmTGUoAAAAJ', 'enCEqlgAAAAJ', '3U_p_gIAAAAJ', 'kdyRvDgAAAAJ']",/scholar?hl=en&q=info:eMpXNC8nYssJ:scholar.google.com/&output=cite&scirp=235&hl=en,20
Publication,Leadership in organizations.,"['R Hogan', 'G Curphy', 'RB Kaiser', 'T Chamorro-Premuzic']",,NA,"The success of schools, sports teams, businesses, armies, governments, and nations depends on the performance of their leaders. Thus, leadership is one of the most",https://psycnet.apa.org/record/2019-01462-012,"['w4zG56EAAAAJ', '', '', '']",/scholar?hl=en&q=info:bM3GS1shQm4J:scholar.google.com/&output=cite&scirp=236&hl=en,17
Publication,Leading with trust: How to build strong school teams,['S Stephenson'],,NA,What are the causes of distrust? How do members of school teams discuss traditionally taboo topics? This field guide begins with personal exercises designed for leaders to use,https://books.google.com/books?hl=en&lr=&id=eXgXBwAAQBAJ&oi=fnd&pg=PT9&ots=JtjYQ10Uje&sig=pR7gBrEo16n1NWtjwl5KjV3FZp8,[''],/scholar?hl=en&q=info:OEFZaIRMpLAJ:scholar.google.com/&output=cite&scirp=237&hl=en,19
Publication,Reducing resistance to change and conflict: A key to successful leadership,"['S Haslam', 'R Pennington']",,Resource International,• You can't steal second base with your foot on first (the need to reduce resistance before initiating a change effort)• Everybody has resistance (they call them concerns): o The,http://resource-i.com/Leadership_series.pdf,"['iiz1Z6wAAAAJ', '']",/scholar?hl=en&q=info:JVZJbIDO2aQJ:scholar.google.com/&output=cite&scirp=238&hl=en,17
Publication,Data on purpose: Due diligence to increase student achievement,['S White'],,Ahead of the curve: The power of assessment to …,Powerful assessment is more than an isolated attempt to measure progress toward a goal; it is embedded in the practices used throughout the learning process. As the contributors to,https://books.google.com/books?hl=en&lr=&id=FWMXBwAAQBAJ&oi=fnd&pg=PT181&ots=lp6cRiscZN&sig=D8JF05pYX5fS0kmRy2waxikuC9Y,[''],/scholar?hl=en&q=info:wJvBhCrVd6cJ:scholar.google.com/&output=cite&scirp=239&hl=en,17
Publication,Project teams: A structured development approach,['VS Anantatmula'],,NA,,,['Y6pAGQEAAAAJ'],/scholar?hl=en&q=info:t1vOpVuVsnkJ:scholar.google.com/&output=cite&scirp=240&hl=en,18
Publication,Cultural diversity drives innovation: empowering teams for success,"['G Jones', 'BC Chace', 'J Wright']",,International Journal of Innovation …,"Purpose Though there is broad agreement on the beneficial impact of diversity in management and leadership roles, much of the innovative capacity of an organization is",https://www.emerald.com/insight/content/doi/10.1108/IJIS-04-2020-0042/full/,"['mtpqKTkAAAAJ', '', 'VRqoh2cAAAAJ']",/scholar?hl=en&q=info:xuKar9L3lfAJ:scholar.google.com/&output=cite&scirp=241&hl=en,22
Publication,ISLLC/ELCC Standards Implementation: Do Educational Administration Faculty Practice What They Preach?.,['C Machado'],,International Journal of Educational Leadership …,Both the 1996 Interstate School Leadership Licensure Consortium (ISLLC) standards and the 2002 Educational Leadership Constituent Council (ELCC) standards,https://eric.ed.gov/?id=EJ973795,['0zmf-roAAAAJ'],/scholar?hl=en&q=info:qcEPspajOSEJ:scholar.google.com/&output=cite&scirp=242&hl=en,17
Publication,Main causes of Staff labor opportunism in organizations,['O Bodrov'],,Life Science Journal,"This article provides an analysis of the reasons for the occurrence of opportunism amongst staff in organizations. Using the results of a staff survey, research was carried out into",http://www.lifesciencesite.com/lsj/life1109s/084_25250life1109s14_400_408.pdf,[''],/scholar?hl=en&q=info:TewCtPROpmsJ:scholar.google.com/&output=cite&scirp=243&hl=en,18
Publication,Rethinking the teaching of leadership in sport management,"['WJ Weese', 'S Beard']",,Sport Management Education …,The best universities pride themselves on developing the next generation of leaders as do the top sport management programs. Many sport management programs offer a leadership,https://journals.humankinetics.com/view/journals/smej/6/1/article-p1.xml,"['', '']",/scholar?hl=en&q=info:pLhpvl7QnV0J:scholar.google.com/&output=cite&scirp=244&hl=en,18
Publication,The veterinary health care team: going from good to great,"['KL Ruby', 'RM DeBowes']",,Veterinary Clinics: Small Animal …,"SMALL ANIMAL PRACTICE results necessitate a clear, hard look at personal biases, negative preconceived notions, or past experiences with teams that may serve to undermine",https://www.vetsmall.theclinics.com/article/S0195-5616(06)00120-3/abstract,"['', '']",/scholar?hl=en&q=info:q3RF3bMcEEsJ:scholar.google.com/&output=cite&scirp=245&hl=en,17
Publication,The CEO in post-merger situations: An emerging theory on the management of multiple realities,['J Fendt'],,NA,"After four decades of M&A experience most M&A still fail to deliver on their promise. The reasons often lie in the social, psychological and cultural challenges of the post merger",https://scholarlypublications.universiteitleiden.nl/handle/1887/4424,[''],/scholar?hl=en&q=info:vDtV3dBFdvoJ:scholar.google.com/&output=cite&scirp=246&hl=en,17
Publication,Perceptions of trust in the boardroom: A conceptual model,['LA Migliore'],,Journal of Leadership & …,"The theoretical framework for a comprehensive trust model is presented using McAllister's affect-and cognitive-based trust model and Siegrist, Earle, and Gutscher's trust—confidence",https://journals.sagepub.com/doi/abs/10.1177/1548051811404893,['kNGp5YQAAAAJ'],/scholar?hl=en&q=info:ECtf8SYDmzUJ:scholar.google.com/&output=cite&scirp=247&hl=en,17
Publication,Professional learning communities and the effectiveness of the teams within those communities,['PP Wiseman'],,NA,Purpose. The purpose of this study was to determine if there is a difference in the degree of teamness in middle school teams whose schools have strong evidence of the five,https://search.proquest.com/openview/f2593469348331e3e4cfcad88650b651/1?pq-origsite=gscholar&cbl=18750,[''],/scholar?hl=en&q=info:Bsiu82d9e1YJ:scholar.google.com/&output=cite&scirp=248&hl=en,17
Publication,From Management to Leadership: Strategies for Transforming Health,['J Manion'],,NA,From Management to Leadership identifies the fundamental interpersonal skills that every health care leader (and aspiring leader) needs to develop in order to be a successful,https://books.google.com/books?hl=en&lr=&id=bgstOhMbFJ4C&oi=fnd&pg=PA1&ots=Ma0dxN5iwc&sig=N61wCrZnR0tV-hw8F-X-_UG3jfc,[''],/scholar?hl=en&q=info:N7_P-PJYM1IJ:scholar.google.com/&output=cite&scirp=249&hl=en,18
Publication,Opening the door to coaching conversations,"['LMG Cheliotes', 'MF Reilly']",,NA,"What does coach leadership look like in action? A leader doesn′ t have to solve every problem personally to be effective. In fact, helping others learn to resolve issues and",https://books.google.com/books?hl=en&lr=&id=XACMTsIEN3kC&oi=fnd&pg=PP1&ots=v34OtH-Kvz&sig=aAi38B6j3wjrglYOqS9IHMRkj68,"['', '']",/scholar?hl=en&q=info:y8ca_7PF2JIJ:scholar.google.com/&output=cite&scirp=250&hl=en,17
Publication,Management lessons for high-functioning primary care teams,"['EE Sullivan', 'Z Ibrahim', 'AL Ellner']",,Journal of Healthcare …,Healthcare leaders and managers have only an emerging understanding of how to create high-functioning primary care teams. Management scholars have researched and debated,https://journals.lww.com/jhmonline/Fulltext/2016/11000/Management_Lessons_for_High_Functioning_Primary.11.aspx,"['', '', '']",/scholar?hl=en&q=info:mbeSC5-rGZAJ:scholar.google.com/&output=cite&scirp=251&hl=en,16
Publication,Contemporary occupational health nursing: a guide for practitioners,['G Thornbory'],,NA,"Written by and on behalf of the Association of Occupational Health Nurse Practitioners (AOHNP). This textbook provides a practical guide for those training as, or practising within",https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9780203553022&type=googlepdf,[''],/scholar?hl=en&q=info:Z9cgRXMB0-oJ:scholar.google.com/&output=cite&scirp=252&hl=en,17
Publication,Lessons learned from the make ready process in a hospital project,"['K Britt', 'T Alves', 'D Reed', 'B Gracz']",,ANNUAL CONFERENCE OF THE …,A previous paper (presented in the IGLC 19) described the journey a Construction Management team on a large hospital project had to go through to set up the,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1039.5719&rep=rep1&type=pdf,"['', 'wIdzoc8AAAAJ', 'SpiymwgAAAAJ', '']",/scholar?hl=en&q=info:5p6gZsazMzkJ:scholar.google.com/&output=cite&scirp=253&hl=en,17
Publication,Overview of team creativity and innovation.,"['PB Paulus', 'JB Kenworthy']",,NA,The team creativity literature lies at the juncture of two extensive areas of research. Much research has focused on the functioning of teams and the factors related to their effective,https://psycnet.apa.org/record/2018-02904-002,"['irPu_UUAAAAJ', 'z0AQMNEAAAAJ']",/scholar?hl=en&q=info:_TaDbyPkYXUJ:scholar.google.com/&output=cite&scirp=254&hl=en,16
Publication,Agile management: feature driven development,['CP Puri'],,NA,"There are four broad topics covered in Agile Project Management: opportunity, principles, framework and practices. The opportunity lies in creating innovative products and services",https://books.google.com/books?hl=en&lr=&id=BmVzlGA1dFIC&oi=fnd&pg=PA1&ots=0YAJCWV4uT&sig=C9vnfiWtnswKs-dWW_z_QuVTW_M,[''],/scholar?hl=en&q=info:rsfsfY4muD8J:scholar.google.com/&output=cite&scirp=255&hl=en,17
Publication,"Shifting spaces and emerging voices: Participation, support, and conflict in one school administrative team","['MS Austin', 'DA Harkins']",,Early Education and Development,"Research Findings: Collaborative work and supportive relationships are highly valued by teachers and school administrators. Collaboration, however, necessitates constructive",https://www.tandfonline.com/doi/abs/10.1080/10409280802356653,"['', 'RGPo35MAAAAJ']",/scholar?hl=en&q=info:62bWh31NzTQJ:scholar.google.com/&output=cite&scirp=256&hl=en,16
Publication,The turnaround mindset: Aligning leadership for student success,"['TT Fairchild', 'JL DeMary']",,NA,This book provides a valuable balance between what one must know and what one must do to turn around low-performing schools. The 3-E framework simplifies this complex process,https://books.google.com/books?hl=en&lr=&id=fifqnn_8hE8C&oi=fnd&pg=PR7&ots=DkBVEmpUd6&sig=ul7qFpcOyoMTQMSmOE4n1O5BrEA,"['', '']",/scholar?hl=en&q=info:fcsau1Vnr5AJ:scholar.google.com/&output=cite&scirp=257&hl=en,16
Publication,Teamwork pays,"['B Mattick', 'DG Miller']",,Journal for Quality and Participation,all members of the team understand their goals and are committed to achieving them. Then we examine the process of how a team works together and how increased productivity or,https://www.researchgate.net/profile/Glen-Miller/publication/240132118_The_effect_of_training_on_the_bottom_line/links/59b09688458515a5b484e41b/The-effect-of-training-on-the-bottom-line.pdf,"['', '']",/scholar?hl=en&q=info:5KrQwTtxTgwJ:scholar.google.com/&output=cite&scirp=258&hl=en,17
Publication,Team software development for aerothermodynamic and aerodynamic analysis and design,"['N Alexandrov', 'HL Atkins', 'KL Bibb', 'RT Biedron']",,NA,"A collaborative approach to software development is described. The approach employs the agile development techniques: project retrospectives, Scrum status meetings, and elements",https://ntrs.nasa.gov/citations/20040006359,"['', '', '', '']",/scholar?hl=en&q=info:1sNP0m5QIZsJ:scholar.google.com/&output=cite&scirp=259&hl=en,16
Publication,The senior pastor/executive pastor team: A contemporary paradigm for the larger church staff,['JT Hawco'],,NA,The emergence of the executive pastor (EP) as an accepted member of the pastoral staff in larger churches has only recently been the subject of limited formal study. Deployed for over,https://www.xpastor.org/wp-content/uploads/2012/12/hawco_john.pdf,[''],/scholar?hl=en&q=info:27HP5rZH2eoJ:scholar.google.com/&output=cite&scirp=260&hl=en,16
Publication,Purpose Driven Organizations: Sinn Selbstorganisation Agilität,"['F Fink', 'M Moeller']",,NA,,,"['', '']",/scholar?hl=en&q=info:x7gDrfCFswUJ:scholar.google.com/&output=cite&scirp=261&hl=en,62
Publication,Ethical dilemmas in value delivery: Theoretical conditions,"['F Drevland', 'J Lohne', 'OJ Klakegg']",,25th Annual Conference of the …,"Delivering value for the customer is one of the core tenets of lean construction. However, anyone who is affected by a project is considered a customer of the project. Often, different",https://www.researchgate.net/profile/Frode-Drevland/publication/318497979_Ethical_Dilemmas_in_Value_Delivery_Theoretical_Conditions/links/596f4666a6fdcc6e3b900f3c/Ethical-Dilemmas-in-Value-Delivery-Theoretical-Conditions.pdf,"['amtcXpQAAAAJ', 'sGW3w9YAAAAJ', '6-GuaHAAAAAJ']",/scholar?hl=en&q=info:PZGNEYZ1wJoJ:scholar.google.com/&output=cite&scirp=262&hl=en,15
Publication,Developing your leadership team,['M Brundrett'],,Developing successful leadership,This chapter argues that approaches to school leadership that emphasize devolved leadership and team work are not only advisable but essential in an era when innovation,https://link.springer.com/chapter/10.1007/978-90-481-9106-2_7,[''],/scholar?hl=en&q=info:u6g0FXAFTzMJ:scholar.google.com/&output=cite&scirp=263&hl=en,15
Publication,Building common ground: An investigation of choral conductors' definition of community within a choral ensemble,['DL Sharlow'],,NA,"This study explored psychological, sociological, and anthropological aspects of choral ensembles as defined by literature relating to the interaction and development of",https://search.proquest.com/openview/b5f19c0c7853aae252ec09d981d64773/1?pq-origsite=gscholar&cbl=18750&diss=y,[''],/scholar?hl=en&q=info:cjsEF66jd20J:scholar.google.com/&output=cite&scirp=264&hl=en,16
Publication,US Air Force wingman culture: A springboard for organizational development,['F Budd'],,Organization Development Journal,"Wingman is the United States Air Force, USAF term for one person looking out for another, anticipating difficulties and responding to maintain the welfare of their partner. This",https://search.proquest.com/openview/04561ac46777060e2895546983f9b7ff/1?pq-origsite=gscholar&cbl=36482,[''],/scholar?hl=en&q=info:P_b4UPSYUJEJ:scholar.google.com/&output=cite&scirp=265&hl=en,15
Publication,Education and training column: Communities of practice.,"['PB Nemec', 'S LaMASTER']",,Psychiatric Rehabilitation Journal,"Topic: This column describes the key components of a community of practice, with examples from the experience of 1 such group. Purpose: A community of practice is a potentially useful",https://psycnet.apa.org/record/2014-54579-004,"['', '']",/scholar?hl=en&q=info:9wM0Z07H738J:scholar.google.com/&output=cite&scirp=266&hl=en,15
Publication,Impact of teamwork effectiveness on organizational performance vis-a-vis role of organizational support,['HF Abuzid'],,Journal of Engineering and Applied sciences,The study aims to measure the components of effective teamwork and their impact on organizational performance in the presence of mediated role of organizational support and,https://www.researchgate.net/profile/Hamada-Abuzid/publication/321699644_Impact_of_teamwork_effectiveness_on_organizational_performance_vis-a-vis_role_of_organizational_support_and_team_leader's_readiness_A_study_of_Saudi_Arabian_government_departments_work_teams/links/5bc9ea8092851cae21b267c2/Impact-of-teamwork-effectiveness-on-organizational-performance-vis-a-vis-role-of-organizational-support-and-team-leaders-readiness-A-study-of-Saudi-Arabian-government-departments-work-teams.pdf,['dsSCssoAAAAJ'],/scholar?hl=en&q=info:qctUbzKh_NQJ:scholar.google.com/&output=cite&scirp=267&hl=en,15
Publication,Sports performance analysis for high performance managers,['H Wiltshire'],,Routledge handbook of sports performance analysis,"This chapter will discuss the fundamental need for sports performance analysis for high performance managers. In doing so, it will explore the nature of the performance",https://www.taylorfrancis.com/chapters/edit/10.4324/9780203806913-26/sports-performance-analysis-high-performance-managers-huw-wiltshire,[''],/scholar?hl=en&q=info:qxnqb97WRvAJ:scholar.google.com/&output=cite&scirp=268&hl=en,17
Publication,Considerations for gender-friendly classrooms,['D Kommer'],,Middle School Journal,Middle School Journal• November 2006 43 believed this socialization process even begins before birth as parents get ready for the arrival of a child. When children reach middle,https://www.tandfonline.com/doi/pdf/10.1080/00940771.2006.11461573,['CiRT4gQAAAAJ'],/scholar?hl=en&q=info:xP85fSkS9rcJ:scholar.google.com/&output=cite&scirp=269&hl=en,15
Publication,Promoting multi-layered peer learning in a course on engineering grand challenges,"['TXP Zou', 'EI Ko', 'N Mickleborough']",,Procedia-Social and Behavioral …,Peer learning underpins the effectiveness of many engaging pedagogies. This study combined peer learning within teams and learning from more capable peers to form a multi,https://www.sciencedirect.com/science/article/pii/S1877042812040967,"['LUA1B4gAAAAJ', '', '']",/scholar?hl=en&q=info:j0PvhhFt53QJ:scholar.google.com/&output=cite&scirp=270&hl=en,15
Publication,From sanctuary to boardroom: A Jewish approach to leadership,['HM Lewis'],,NA,What does the Jewish tradition have to say about leadership? It is a central theme of Jewish history and a pressing concern for contemporary Jewish organizational life. From Sanctuary,https://books.google.com/books?hl=en&lr=&id=cJ6DTnLhz1sC&oi=fnd&pg=PP11&ots=99vFbAlKgB&sig=RStyG6wTTX_5_g01awuhe6ZeJVI,[''],/scholar?hl=en&q=info:pzZhvpRSFGYJ:scholar.google.com/&output=cite&scirp=271&hl=en,16
Publication,Mapping career‐ready skills through student leadership programs,['A Peck'],,New Directions for Student Leadership,This chapter discusses connecting learning outcomes already pursued in many leadership development programs with the skills that are most in‐demand by employers. Additionally,https://onlinelibrary.wiley.com/doi/abs/10.1002/YD.20280,[''],/scholar?hl=en&q=info:TP-JzI0Rgb8J:scholar.google.com/&output=cite&scirp=272&hl=en,17
Publication,Building high-performance teams in the operating room,['HC Sax'],,Surgical Clinics,"As surgeons, we were trained in not only personal responsibility for our patients but also leadership of teams. The hierarchy was clearly defined, and teams were a relatively",https://www.surgical.theclinics.com/article/S0039-6109(11)00153-8/abstract,['AT-q6IUAAAAJ'],/scholar?hl=en&q=info:BGDL3X_34DkJ:scholar.google.com/&output=cite&scirp=273&hl=en,16
Publication,"Teaching: Notes from the front line. We are, at the time I write this, in need of a revolution in education. This is a strong statement and I don't use it lightly",['D Kidd'],,NA,"Our current education system is overloaded with amendments, additions and adjustments which have been designed to keep an outdated model in the air. But it is crashing. And as it",https://books.google.com/books?hl=en&lr=&id=3aEkBQAAQBAJ&oi=fnd&pg=PT5&ots=llkSVCEFCg&sig=VfwZNKvF1RJ8AcuEBLwdEy9-iqw,[''],/scholar?hl=en&q=info:0wZF6qzvcDsJ:scholar.google.com/&output=cite&scirp=274&hl=en,15
Publication,Creating a winning organizational culture,['RJ Campbell'],,The Health Care Manager,"This article explores the idea of how to create a winning organizational culture. By definition, a winning organizational culture is one that is able to make current innovations stick, while",https://journals.lww.com/healthcaremanagerjournal/fulltext/2009/10000/Creating_a_Winning_Organizational_Culture.6.aspx,[''],/scholar?hl=en&q=info:1JeO8GtNZ80J:scholar.google.com/&output=cite&scirp=275&hl=en,15
Publication,Faculty and staff teams: a tool for unifying the academic health center and improving mission performance,"['RK Grigsby', 'DG Kirch']",,Academic Medicine,The organizational structure of the academic health center (AHC) may present significant barriers to deep and lasting organizational change. The insular nature and structure often,https://journals.lww.com/academicmedicine/Fulltext/2006/08000/The_Future_Oriented_Department_Chair.00003.aspx,"['', '']",/scholar?hl=en&q=info:tJpZAz3F_XsJ:scholar.google.com/&output=cite&scirp=276&hl=en,14
Publication,Thriving in leadership: Strategies for making a difference in Christian higher education,['KA Longman'],,NA,,,[''],/scholar?hl=en&q=info:7RWDBWyNqwwJ:scholar.google.com/&output=cite&scirp=277&hl=en,15
Publication,Higher Education and Nonprofit Community Collaboration: Innovative Teaching and Learning for Graduate Student Education.,"['CM Lucas', 'NE Sherman', 'C Fischer']",,… Journal of Teaching and Learning in …,Current graduate student models of education reflect both traditional and contemporary pedagogical strategies. For professional degree programs centered on leadership and,https://eric.ed.gov/?id=EJ1016544,"['', '', '']",/scholar?hl=en&q=info:eZ2iFJs69UsJ:scholar.google.com/&output=cite&scirp=278&hl=en,14
